"GEO_ID","NAME","H001001"
"id","Geographic Area Name","Total"
"8710000US3727881","ZCTA5 27881, North Carolina","31"
"8710000US3727882","ZCTA5 27882, North Carolina","3335"
"8710000US3727883","ZCTA5 27883, North Carolina","1578"
"8710000US3727884","ZCTA5 27884, North Carolina","554"
"8710000US3727885","ZCTA5 27885, North Carolina","616"
"8710000US3727886","ZCTA5 27886, North Carolina","9121"
"8710000US3727888","ZCTA5 27888, North Carolina","1046"
"8710000US3727889","ZCTA5 27889, North Carolina","12692"
"8710000US3727890","ZCTA5 27890, North Carolina","1217"
"8710000US3727891","ZCTA5 27891, North Carolina","2299"
"8710000US3727892","ZCTA5 27892, North Carolina","7095"
"8710000US3727893","ZCTA5 27893, North Carolina","17743"
"8710000US3727896","ZCTA5 27896, North Carolina","8489"
"8710000US3727897","ZCTA5 27897, North Carolina","1098"
"8710000US3727909","ZCTA5 27909, North Carolina","16861"
"8710000US3727910","ZCTA5 27910, North Carolina","5413"
"8710000US3727915","ZCTA5 27915, North Carolina","1650"
"8710000US3727916","ZCTA5 27916, North Carolina","333"
"8710000US3727917","ZCTA5 27917, North Carolina","329"
"8710000US3727919","ZCTA5 27919, North Carolina","576"
"8710000US3727920","ZCTA5 27920, North Carolina","877"
"8710000US3727921","ZCTA5 27921, North Carolina","1965"
"8710000US3727922","ZCTA5 27922, North Carolina","514"
"8710000US3727923","ZCTA5 27923, North Carolina","329"
"8710000US3727924","ZCTA5 27924, North Carolina","1565"
"8710000US3727925","ZCTA5 27925, North Carolina","1965"
"8710000US3727926","ZCTA5 27926, North Carolina","770"
"8710000US3727927","ZCTA5 27927, North Carolina","4394"
"8710000US3727928","ZCTA5 27928, North Carolina","986"
"8710000US3727929","ZCTA5 27929, North Carolina","537"
"8710000US3727932","ZCTA5 27932, North Carolina","6209"
"8710000US3727935","ZCTA5 27935, North Carolina","764"
"8710000US3727936","ZCTA5 27936, North Carolina","1071"
"8710000US3727937","ZCTA5 27937, North Carolina","1763"
"8710000US3727938","ZCTA5 27938, North Carolina","659"
"8710000US3727939","ZCTA5 27939, North Carolina","1274"
"8710000US3727941","ZCTA5 27941, North Carolina","259"
"8710000US3727942","ZCTA5 27942, North Carolina","447"
"8710000US3727943","ZCTA5 27943, North Carolina","876"
"8710000US3727944","ZCTA5 27944, North Carolina","6200"
"8710000US3727946","ZCTA5 27946, North Carolina","573"
"8710000US3727947","ZCTA5 27947, North Carolina","587"
"8710000US3727948","ZCTA5 27948, North Carolina","9024"
"8710000US3727949","ZCTA5 27949, North Carolina","8569"
"8710000US3727950","ZCTA5 27950, North Carolina","912"
"8710000US3727953","ZCTA5 27953, North Carolina","573"
"8710000US3727954","ZCTA5 27954, North Carolina","3479"
"8710000US3727956","ZCTA5 27956, North Carolina","130"
"8710000US3727957","ZCTA5 27957, North Carolina","728"
"8710000US3727958","ZCTA5 27958, North Carolina","3887"
"8710000US3727959","ZCTA5 27959, North Carolina","4946"
"8710000US3727960","ZCTA5 27960, North Carolina","983"
"8710000US3727962","ZCTA5 27962, North Carolina","3668"
"8710000US3727964","ZCTA5 27964, North Carolina","327"
"8710000US3727965","ZCTA5 27965, North Carolina","285"
"8710000US3727966","ZCTA5 27966, North Carolina","485"
"8710000US3727967","ZCTA5 27967, North Carolina","201"
"8710000US3727968","ZCTA5 27968, North Carolina","654"
"8710000US3727970","ZCTA5 27970, North Carolina","1818"
"8710000US3727972","ZCTA5 27972, North Carolina","641"
"8710000US3727973","ZCTA5 27973, North Carolina","546"
"8710000US3727974","ZCTA5 27974, North Carolina","585"
"8710000US3727976","ZCTA5 27976, North Carolina","1365"
"8710000US3727978","ZCTA5 27978, North Carolina","127"
"8710000US3727979","ZCTA5 27979, North Carolina","769"
"8710000US3727980","ZCTA5 27980, North Carolina","1052"
"8710000US3727981","ZCTA5 27981, North Carolina","794"
"8710000US3727982","ZCTA5 27982, North Carolina","211"
"8710000US3727983","ZCTA5 27983, North Carolina","4486"
"8710000US3727985","ZCTA5 27985, North Carolina","148"
"8710000US3727986","ZCTA5 27986, North Carolina","631"
"8710000US3728001","ZCTA5 28001, North Carolina","12475"
"8710000US3728006","ZCTA5 28006, North Carolina","509"
"8710000US3728007","ZCTA5 28007, North Carolina","299"
"8710000US3728009","ZCTA5 28009, North Carolina","601"
"8710000US3728012","ZCTA5 28012, North Carolina","8633"
"8710000US3728016","ZCTA5 28016, North Carolina","5963"
"8710000US3728017","ZCTA5 28017, North Carolina","0"
"8710000US3728018","ZCTA5 28018, North Carolina","2720"
"8710000US3728019","ZCTA5 28019, North Carolina","53"
"8710000US3728020","ZCTA5 28020, North Carolina","1102"
"8710000US3728021","ZCTA5 28021, North Carolina","6030"
"8710000US3728023","ZCTA5 28023, North Carolina","5966"
"8710000US3728025","ZCTA5 28025, North Carolina","20326"
"8710000US3728027","ZCTA5 28027, North Carolina","22169"
"8710000US3728031","ZCTA5 28031, North Carolina","11619"
"8710000US3728032","ZCTA5 28032, North Carolina","1464"
"8710000US3728033","ZCTA5 28033, North Carolina","1127"
"8710000US3728034","ZCTA5 28034, North Carolina","7004"
"8710000US3728036","ZCTA5 28036, North Carolina","5640"
"8710000US3728037","ZCTA5 28037, North Carolina","8266"
"8710000US3728039","ZCTA5 28039, North Carolina","59"
"8710000US3728040","ZCTA5 28040, North Carolina","3648"
"8710000US3728043","ZCTA5 28043, North Carolina","9723"
"8710000US3728052","ZCTA5 28052, North Carolina","14814"
"8710000US3728054","ZCTA5 28054, North Carolina","16398"
"8710000US3728056","ZCTA5 28056, North Carolina","12943"
"8710000US3728071","ZCTA5 28071, North Carolina","1226"
"8710000US3728072","ZCTA5 28072, North Carolina","578"
"8710000US3728073","ZCTA5 28073, North Carolina","2360"
"8710000US3728075","ZCTA5 28075, North Carolina","5781"
"8710000US3728076","ZCTA5 28076, North Carolina","358"
"8710000US3728077","ZCTA5 28077, North Carolina","227"
"8710000US3728078","ZCTA5 28078, North Carolina","20596"
"8710000US3728079","ZCTA5 28079, North Carolina","11431"
"8710000US3728080","ZCTA5 28080, North Carolina","2986"
"8710000US3728081","ZCTA5 28081, North Carolina","10850"
"8710000US3728083","ZCTA5 28083, North Carolina","10548"
